Unnamed: 0,Administration,NAME,Type,titre,titre_encoded,IREL_url,Coordonnees,latitude,longitude,Administration_bis,Lieu-dit_bis
11613,Algérie,Saint-Antoine ,,Saint-Antoine (Algérie),Saint-Antoine%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Antoine%20%28Alg%C3%A9rie%29,36.8310 6.8829,36.8310,6.8829,,
11614,"Cuba, Île de",Saint-Antoine,Cap ,Saint-AntoineCap (CubaÎle de),Saint-AntoineCap%20%28Cuba%C3%8Ele%20de%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-AntoineCap%20%28Cuba%C3%8Ele%20de%29,,,,,
11615,Brésil,Saint-Antoine,Fort ,Saint-AntoineFort (Brésil),Saint-AntoineFort%20%28Br%C3%A9sil%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-AntoineFort%20%28Br%C3%A9sil%29,,,,,
11616,Texas ; États-Unis,Saint-Antoine,Poste ,Saint-AntoinePoste (Texas ; États-Unis),Saint-AntoinePoste%20%28Texas%20%3B%20%C3%89tats-Unis%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-AntoinePoste%20%28Texas%20%3B%20%C3%89tats-Unis%29,,,,,
11617,Isère ; France,Saint-Arey ,,Saint-Arey (Isère ; France),Saint-Arey%20%28Is%C3%A8re%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Arey%20%28Is%C3%A8re%20%3B%20France%29,44.8728 5.7344,44.8728,5.7344,,
11618,Algérie,Saint-Arnaud ,,Saint-Arnaud (Algérie),Saint-Arnaud%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Arnaud%20%28Alg%C3%A9rie%29,36.1528 5.6902,36.1528,5.6902,,
11619,Algérie,Saint-Arnaud,Arrondissement ,Saint-ArnaudArrondissement (Algérie),Saint-ArnaudArrondissement%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-ArnaudArrondissement%20%28Alg%C3%A9rie%29,,,,,
11620,Yvelines ; France,Saint-Arnoult-en-Yvelines ,,Saint-Arnoult-en-Yvelines (Yvelines ; France),Saint-Arnoult-en-Yvelines%20%28Yvelines%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Arnoult-en-Yvelines%20%28Yvelines%20%3B%20France%29,48.5711 1.9395,48.5711,1.9395,,
11621,Dordogne ; France,Saint-Astier ,,Saint-Astier (Dordogne ; France),Saint-Astier%20%28Dordogne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Astier%20%28Dordogne%20%3B%20France%29,45.1464 0.5292,45.1464,0.5292,,
11622,Alpes-Maritimes ; France,Saint-Auban ,,Saint-Auban (Alpes-Maritimes ; France),Saint-Auban%20%28Alpes-Maritimes%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Auban%20%28Alpes-Maritimes%20%3B%20France%29,43.8492 6.7272,43.8492,6.7272,,
11623,Dordogne ; France,Saint-Aubin-de-Nabirat ,,Saint-Aubin-de-Nabirat (Dordogne ; France),Saint-Aubin-de-Nabirat%20%28Dordogne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Aubin-de-Nabirat%20%28Dordogne%20%3B%20France%29,44.7319 1.2894,44.7319,1.2894,,
11624,Manche ; France,Saint-Aubin-de-Terregatte ,,Saint-Aubin-de-Terregatte (Manche ; France),Saint-Aubin-de-Terregatte%20%28Manche%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Aubin-de-Terregatte%20%28Manche%20%3B%20France%29,48.5767 -1.2983,48.5767,-1.2983,,
11625,Seine-Maritime ; France,Saint-Aubin-Épinay ,,Saint-Aubin-Épinay (Seine-Maritime ; France),Saint-Aubin-%C3%89pinay%20%28Seine-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Aubin-%C3%89pinay%20%28Seine-Maritime%20%3B%20France%29,49.4231 1.1786,49.4231,1.1786,,
11626,Mayenne ; France,Saint-Aubin-Fosse-Louvain ,,Saint-Aubin-Fosse-Louvain (Mayenne ; France),Saint-Aubin-Fosse-Louvain%20%28Mayenne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Aubin-Fosse-Louvain%20%28Mayenne%20%3B%20France%29,48.4650 -0.8300,48.4650,-0.8300,,
11627,"Sainte-Marie ; Martinique, Île de la",Saint-Aubin,Îlet ,Saint-AubinÎlet (Sainte-Marie ; MartiniqueÎle de la),Saint-Aubin%C3%8Elet%20%28Sainte-Marie%20%3B%20Martinique%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Aubin%C3%8Elet%20%28Sainte-Marie%20%3B%20Martinique%C3%8Ele%20de%20la%29,,,,,
11628,Algérie,Saint-Augustin ,,Saint-Augustin (Algérie),Saint-Augustin%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Augustin%20%28Alg%C3%A9rie%29,36.8971 7.7640,36.8971,7.7640,,
11629,Guyane française,Saint-Augustin,Camp ,Saint-AugustinCamp (Guyane française),Saint-AugustinCamp%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-AugustinCamp%20%28Guyane%20fran%C3%A7aise%29,,,,,
11630,Charente-Maritime ; France,Saint-Augustin ,,Saint-Augustin (Charente-Maritime ; France),Saint-Augustin%20%28Charente-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Augustin%20%28Charente-Maritime%20%3B%20France%29,45.6789 -1.0981,45.6789,-1.0981,,
11631,Canada,Saint-Augustin,Poste ,Saint-AugustinPoste (Canada),Saint-AugustinPoste%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-AugustinPoste%20%28Canada%29,,,,,
11632,Canada,Saint-Augustin,Seigneurie ,Saint-AugustinSeigneurie (Canada),Saint-AugustinSeigneurie%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-AugustinSeigneurie%20%28Canada%29,,,,,
11633,Indre-et-Loire ; France,Saint-Avertin ,,Saint-Avertin (Indre-et-Loire ; France),Saint-Avertin%20%28Indre-et-Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Avertin%20%28Indre-et-Loire%20%3B%20France%29,47.3675 0.7278,47.3675,0.7278,,
11634,Moselle ; France,Saint-Avold ,,Saint-Avold (Moselle ; France),Saint-Avold%20%28Moselle%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Avold%20%28Moselle%20%3B%20France%29,49.1037 6.7079,49.1037,6.7079,,
11635,Antilles,Saint-Barthélemy,Île ,Saint-BarthélemyÎle (Antilles),Saint-Barth%C3%A9lemy%C3%8Ele%20%28Antilles%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Barth%C3%A9lemy%C3%8Ele%20%28Antilles%29,,,,,
11636,Hérault ; France,Saint-Bauzille-de-la-Silve ,,Saint-Bauzille-de-la-Silve (Hérault ; France),Saint-Bauzille-de-la-Silve%20%28H%C3%A9rault%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Bauzille-de-la-Silve%20%28H%C3%A9rault%20%3B%20France%29,43.6168 3.5443,43.6168,3.5443,,
11637,Hérault ; France,Saint-Bauzille-de-la-Sylve ,,Saint-Bauzille-de-la-Sylve (Hérault ; France),Saint-Bauzille-de-la-Sylve%20%28H%C3%A9rault%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Bauzille-de-la-Sylve%20%28H%C3%A9rault%20%3B%20France%29,43.6168 3.5443,43.6168,3.5443,,
11638,Nièvre ; France,Saint-Benin-des-Bois ,,Saint-Benin-des-Bois (Nièvre ; France),Saint-Benin-des-Bois%20%28Ni%C3%A8vre%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Benin-des-Bois%20%28Ni%C3%A8vre%20%3B%20France%29,47.1221 3.4101,47.1221,3.4101,,
11639,Ille-et-Vilaine ; France,Saint-Benoît-des-Ondes ,,Saint-Benoît-des-Ondes (Ille-et-Vilaine ; France),Saint-Beno%C3%AEt-des-Ondes%20%28Ille-et-Vilaine%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Beno%C3%AEt-des-Ondes%20%28Ille-et-Vilaine%20%3B%20France%29,48.6176 -1.8507,48.6176,-1.8507,,
11640,Indre ; France,Saint-Benoît-du-Sault ,,Saint-Benoît-du-Sault (Indre ; France),Saint-Beno%C3%AEt-du-Sault%20%28Indre%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Beno%C3%AEt-du-Sault%20%28Indre%20%3B%20France%29,46.4414 1.3914,46.4414,1.3914,,
11641,"Réunion, Île de la",Saint-Benoît/Saint-Pierre,Voie ferrée ,Saint-Benoît/Saint-PierreVoie ferrée (RéunionÎle de la),Saint-Beno%C3%AEt/Saint-PierreVoie%20ferr%C3%A9e%20%28R%C3%A9union%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Beno%C3%AEt/Saint-PierreVoie%20ferr%C3%A9e%20%28R%C3%A9union%C3%8Ele%20de%20la%29,,,,,
11642,"Réunion, Île de la",Saint-Benoît ,,Saint-Benoît (RéunionÎle de la),Saint-Beno%C3%AEt%20%28R%C3%A9union%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Beno%C3%AEt%20%28R%C3%A9union%C3%8Ele%20de%20la%29,,,,,
11643,Saône-et-Loire ; France,Saint-Berain-sous-Sanvignes ,,Saint-Berain-sous-Sanvignes (Saône-et-Loire ; France),Saint-Berain-sous-Sanvignes%20%28Sa%C3%B4ne-et-Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Berain-sous-Sanvignes%20%28Sa%C3%B4ne-et-Loire%20%3B%20France%29,46.7075 4.2961,46.7075,4.2961,,
11644,Saône-et-Loire ; France,Saint-Bérain-sur-Dheune ,,Saint-Bérain-sur-Dheune (Saône-et-Loire ; France),Saint-B%C3%A9rain-sur-Dheune%20%28Sa%C3%B4ne-et-Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-B%C3%A9rain-sur-Dheune%20%28Sa%C3%B4ne-et-Loire%20%3B%20France%29,46.8250 4.6028,46.8250,4.6028,,
11645,Haute-Loire ; France,Saint-Bérain ,,Saint-Bérain (Haute-Loire ; France),Saint-B%C3%A9rain%20%28Haute-Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-B%C3%A9rain%20%28Haute-Loire%20%3B%20France%29,45.0336 3.6342,45.0336,3.6342,,
11646,Texas ; États-Unis,Saint-Bernard,Baie de ,Saint-BernardBaie de (Texas ; États-Unis),Saint-BernardBaie%20de%20%28Texas%20%3B%20%C3%89tats-Unis%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-BernardBaie%20de%20%28Texas%20%3B%20%C3%89tats-Unis%29,,,,,
11647,Canada,Saint-Bernard ,,Saint-Bernard (Canada),Saint-Bernard%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Bernard%20%28Canada%29,46.8753 -71.2827,46.8753,-71.2827,,
11648,Texas ; États-Unis,Saint-Bernard,Lac ,Saint-BernardLac (Texas ; États-Unis),Saint-BernardLac%20%28Texas%20%3B%20%C3%89tats-Unis%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-BernardLac%20%28Texas%20%3B%20%C3%89tats-Unis%29,,,,,
11649,Haute-Garonne ; France,Saint-Bertrand-de-Comminges ,,Saint-Bertrand-de-Comminges (Haute-Garonne ; France),Saint-Bertrand-de-Comminges%20%28Haute-Garonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Bertrand-de-Comminges%20%28Haute-Garonne%20%3B%20France%29,43.0262 0.5709,43.0262,0.5709,,
11650,"Guadeloupe, Île de la",Saint-Bertrand ,,Saint-Bertrand (GuadeloupeÎle de la),Saint-Bertrand%20%28Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Bertrand%20%28Guadeloupe%C3%8Ele%20de%20la%29,,,,,
11651,Hautes-Alpes ; France,Saint-Bonnet-en-Champsaur ,,Saint-Bonnet-en-Champsaur (Hautes-Alpes ; France),Saint-Bonnet-en-Champsaur%20%28Hautes-Alpes%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Bonnet-en-Champsaur%20%28Hautes-Alpes%20%3B%20France%29,44.6819 6.0764,44.6819,6.0764,,
11652,Loire ; France,Saint-Bonnet-le-Château ,,Saint-Bonnet-le-Château (Loire ; France),Saint-Bonnet-le-Ch%C3%A2teau%20%28Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Bonnet-le-Ch%C3%A2teau%20%28Loire%20%3B%20France%29,45.4244 4.0669,45.4244,4.0669,,
11653,Charente ; France,Saint-Bonnet ,,Saint-Bonnet (Charente ; France),Saint-Bonnet%20%28Charente%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Bonnet%20%28Charente%20%3B%20France%29,45.4786 -0.0967,45.4786,-0.0967,,
11654,Ille-et-Vilaine ; France,Saint-Briac-sur-Mer ,,Saint-Briac-sur-Mer (Ille-et-Vilaine ; France),Saint-Briac-sur-Mer%20%28Ille-et-Vilaine%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Briac-sur-Mer%20%28Ille-et-Vilaine%20%3B%20France%29,48.6211 -2.1328,48.6211,-2.1328,,
11655,Ille-et-Vilaine ; France,Saint-Brice-en-Coglès ,,Saint-Brice-en-Coglès (Ille-et-Vilaine ; France),Saint-Brice-en-Cogl%C3%A8s%20%28Ille-et-Vilaine%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Brice-en-Cogl%C3%A8s%20%28Ille-et-Vilaine%20%3B%20France%29,48.4114 -1.3658,48.4114,-1.3658,,
11656,Morbihan ; France,Saint-Brieuc-de-Mauron ,,Saint-Brieuc-de-Mauron (Morbihan ; France),Saint-Brieuc-de-Mauron%20%28Morbihan%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Brieuc-de-Mauron%20%28Morbihan%20%3B%20France%29,48.0903 -2.3617,48.0903,-2.3617,,
11657,Ille-et-Vilaine ; France,Saint-Brieuc-des-Iffs ,,Saint-Brieuc-des-Iffs (Ille-et-Vilaine ; France),Saint-Brieuc-des-Iffs%20%28Ille-et-Vilaine%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Brieuc-des-Iffs%20%28Ille-et-Vilaine%20%3B%20France%29,48.2919 -1.8500,48.2919,-1.8500,,
11658,Côtes-d\'Armor ; France,Saint-Brieuc ,,Saint-Brieuc (Côtes-d\Armor ; France),Saint-Brieuc%20%28C%C3%B4tes-d%5CArmor%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Brieuc%20%28C%C3%B4tes-d%5CArmor%20%3B%20France%29,,,,,
11659,Côtes-d\'Armor ; France,Saint-Cast-le-Guildo ,,Saint-Cast-le-Guildo (Côtes-d\Armor ; France),Saint-Cast-le-Guildo%20%28C%C3%B4tes-d%5CArmor%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cast-le-Guildo%20%28C%C3%B4tes-d%5CArmor%20%3B%20France%29,,,,,
11660,Lot ; France,Saint-Céré ,,Saint-Céré (Lot ; France),Saint-C%C3%A9r%C3%A9%20%28Lot%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-C%C3%A9r%C3%A9%20%28Lot%20%3B%20France%29,44.8597 1.8917,44.8597,1.8917,,
11661,Cantal ; France,Saint-Cernin ,,Saint-Cernin (Cantal ; France),Saint-Cernin%20%28Cantal%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cernin%20%28Cantal%20%3B%20France%29,45.0594 2.4214,45.0594,2.4214,,
11662,Bouches-du-Rhône ; France,Saint-Chamas ,,Saint-Chamas (Bouches-du-Rhône ; France),Saint-Chamas%20%28Bouches-du-Rh%C3%B4ne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Chamas%20%28Bouches-du-Rh%C3%B4ne%20%3B%20France%29,43.5484 5.0346,43.5484,5.0346,,
11663,Loire ; France,Saint-Chamond ,,Saint-Chamond (Loire ; France),Saint-Chamond%20%28Loire%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Chamond%20%28Loire%20%3B%20France%29,45.4748 4.5132,45.4748,4.5132,,
11664,Canada,Saint-Charles-des-Roches,Seigneurie ,Saint-Charles-des-RochesSeigneurie (Canada),Saint-Charles-des-RochesSeigneurie%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Charles-des-RochesSeigneurie%20%28Canada%29,,,,,
11665,Algérie,Saint-Charles ,,Saint-Charles (Algérie),Saint-Charles%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Charles%20%28Alg%C3%A9rie%29,36.7561 6.8954,36.7561,6.8954,,
11666,Canada,Saint-Charles,Cours d\'eau ,Saint-CharlesCours d\eau (Canada),Saint-CharlesCours%20d%5Ceau%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-CharlesCours%20d%5Ceau%20%28Canada%29,,,,,
11667,"Basse-Terre ; Guadeloupe, Île de la",Saint-Charles,Fort ,Saint-CharlesFort (Basse-Terre ; GuadeloupeÎle de la),Saint-CharlesFort%20%28Basse-Terre%20%3B%20Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-CharlesFort%20%28Basse-Terre%20%3B%20Guadeloupe%C3%8Ele%20de%20la%29,,,,,
11668,"Gourbeyre ; Guadeloupe, île de la",Saint-Charles,Habitation ,Saint-CharlesHabitation (Gourbeyre ; Guadeloupeîle de la),Saint-CharlesHabitation%20%28Gourbeyre%20%3B%20Guadeloupe%C3%AEle%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-CharlesHabitation%20%28Gourbeyre%20%3B%20Guadeloupe%C3%AEle%20de%20la%29,,,,,
11669,"Guadeloupe, Île de la",Saint-Charles,Montagne ,Saint-CharlesMontagne (GuadeloupeÎle de la),Saint-CharlesMontagne%20%28Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-CharlesMontagne%20%28Guadeloupe%C3%8Ele%20de%20la%29,,,,,
11670,Lozère ; France,Saint-Chély-d\'Apcher ,,Saint-Chély-d\Apcher (Lozère ; France),Saint-Ch%C3%A9ly-d%5CApcher%20%28Loz%C3%A8re%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Ch%C3%A9ly-d%5CApcher%20%28Loz%C3%A8re%20%3B%20France%29,,,,,
11671,Somme ; France,Saint-Christ-Briost ,,Saint-Christ-Briost (Somme ; France),Saint-Christ-Briost%20%28Somme%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Christ-Briost%20%28Somme%20%3B%20France%29,49.8544 2.9306,49.8544,2.9306,,
11672,Gironde ; France,Saint-Christophe-de-Double ,,Saint-Christophe-de-Double (Gironde ; France),Saint-Christophe-de-Double%20%28Gironde%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Christophe-de-Double%20%28Gironde%20%3B%20France%29,45.0814 0.0167,45.0814,0.0167,,
11673,Antilles,Saint-Christophe-et-Niévès,Îles ,Saint-Christophe-et-NiévèsÎles (Antilles),Saint-Christophe-et-Ni%C3%A9v%C3%A8s%C3%8Eles%20%28Antilles%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Christophe-et-Ni%C3%A9v%C3%A8s%C3%8Eles%20%28Antilles%29,,,,,
11674,Charente ; France,Saint-Christophe ,,Saint-Christophe (Charente ; France),Saint-Christophe%20%28Charente%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Christophe%20%28Charente%20%3B%20France%29,46.0036 0.8508,46.0036,0.8508,,
11675,Antilles,Saint-Christophe,Île ,Saint-ChristopheÎle (Antilles),Saint-Christophe%C3%8Ele%20%28Antilles%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Christophe%C3%8Ele%20%28Antilles%29,,,,,
11676,Remire-Montjoly ; Guyane française,Saint-Cirice,Habitation ,Saint-CiriceHabitation (Remire-Montjoly ; Guyane française),Saint-CiriceHabitation%20%28Remire-Montjoly%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-CiriceHabitation%20%28Remire-Montjoly%20%3B%20Guyane%20fran%C3%A7aise%29,,,,,
11677,Ardèche ; France,Saint-Clair ,,Saint-Clair (Ardèche ; France),Saint-Clair%20%28Ard%C3%A8che%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Clair%20%28Ard%C3%A8che%20%3B%20France%29,45.2789 4.6814,45.2789,4.6814,,
11678,Loir-et-Cher ; France,Saint-Claude-de-Diray ,,Saint-Claude-de-Diray (Loir-et-Cher ; France),Saint-Claude-de-Diray%20%28Loir-et-Cher%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Claude-de-Diray%20%28Loir-et-Cher%20%3B%20France%29,47.6156 1.4167,47.6156,1.4167,,
11679,Canada,Saint-Claude ,,Saint-Claude (Canada),Saint-Claude%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Claude%20%28Canada%29,46.8750 -71.2803,46.8750,-71.2803,,
11680,"Guadeloupe, Île de la",Saint-Claude ,,Saint-Claude (GuadeloupeÎle de la),Saint-Claude%20%28Guadeloupe%C3%8Ele%20de%20la%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Claude%20%28Guadeloupe%C3%8Ele%20de%20la%29,,,,,
11681,Jura ; France,Saint-Claude ,,Saint-Claude (Jura ; France),Saint-Claude%20%28Jura%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Claude%20%28Jura%20%3B%20France%29,46.3841 5.8667,46.3841,5.8667,,
11682,Allier ; France,Saint-Clément ,,Saint-Clément (Allier ; France),Saint-Cl%C3%A9ment%20%28Allier%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cl%C3%A9ment%20%28Allier%20%3B%20France%29,46.0628 3.7053,46.0628,3.7053,,
11683,Côtes-d\'Armor ; France,Saint-Clet ,,Saint-Clet (Côtes-d\Armor ; France),Saint-Clet%20%28C%C3%B4tes-d%5CArmor%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Clet%20%28C%C3%B4tes-d%5CArmor%20%3B%20France%29,,,,,
11684,Algérie,Saint-Cloud ,,Saint-Cloud (Algérie),Saint-Cloud%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cloud%20%28Alg%C3%A9rie%29,35.7822 -0.4237,35.7822,-0.4237,,
11685,Hauts-de-Seine ; France,Saint-Cloud ,,Saint-Cloud (Hauts-de-Seine ; France),Saint-Cloud%20%28Hauts-de-Seine%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cloud%20%28Hauts-de-Seine%20%3B%20France%29,48.8438 2.2191,48.8438,2.2191,,
11686,Yvelines ; France,Saint-Cloud ,,Saint-Cloud (Yvelines ; France),Saint-Cloud%20%28Yvelines%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cloud%20%28Yvelines%20%3B%20France%29,48.8469 2.2061,48.8469,2.2061,,
11687,Ille-et-Vilaine ; France,Saint-Coulomb ,,Saint-Coulomb (Ille-et-Vilaine ; France),Saint-Coulomb%20%28Ille-et-Vilaine%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Coulomb%20%28Ille-et-Vilaine%20%3B%20France%29,48.6758 -1.9103,48.6758,-1.9103,,
11688,Hautes-Alpes ; France,Saint-Crépin ,,Saint-Crépin (Hautes-Alpes ; France),Saint-Cr%C3%A9pin%20%28Hautes-Alpes%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cr%C3%A9pin%20%28Hautes-Alpes%20%3B%20France%29,44.7065 6.6069,44.7065,6.6069,,
11689,Charente ; France,Saint-Cybard ,,Saint-Cybard (Charente ; France),Saint-Cybard%20%28Charente%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cybard%20%28Charente%20%3B%20France%29,45.4000 0.1317,45.4000,0.1317,,
11690,Algérie,Saint-Cyprien-des-Attafs ,,Saint-Cyprien-des-Attafs (Algérie),Saint-Cyprien-des-Attafs%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cyprien-des-Attafs%20%28Alg%C3%A9rie%29,36.2294 1.7166,36.2294,1.7166,,
11691,Aveyron ; France,Saint-Cyprien-sur-Dourdou ,,Saint-Cyprien-sur-Dourdou (Aveyron ; France),Saint-Cyprien-sur-Dourdou%20%28Aveyron%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cyprien-sur-Dourdou%20%28Aveyron%20%3B%20France%29,44.5481 2.4128,44.5481,2.4128,,
11692,Yvelines ; France,Saint-Cyr-l\'École ,,Saint-Cyr-l\École (Yvelines ; France),Saint-Cyr-l%5C%C3%89cole%20%28Yvelines%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Saint-Cyr-l%5C%C3%89cole%20%28Yvelines%20%3B%20France%29,,,,,
