,Administration,Lieu-dit,Type,Inutile
10270,Algérie,Ouled Zerga ,,
10271,Algérie,Ouled Ziad ,,
10272,Algérie,Ouled Zouaï ,,
10273,Inde,Oulgaret ,,
10274,Sénégal,Ouli,Région géographique ,
10275,Isère ; France,Oulles ,,
10276,Rhône ; France,Oullins ,,
10277,Algérie,Oulmen ,,
10278,Louisiane ; États-Unis,Oumas ,,
10279,Côte d\'Ivoire,Oumé/Toumodi,Route ,
10280,Algérie,Oum Aghrioun ,,
10281,Algérie,Oum Djerane ,,
10282,Algérie,Oum Drou ,,
10283,Algérie,Oum El Adhaïm ,,
10284,Algérie,Oum El Adjoul ,,
10285,Algérie,Oum El Bouaghi ,,
10286,Algérie,Oum El Bouaghi,Commune mixte ,
10287,Algérie,Oum El Nehal ,,
10288,Tchad,Oum Hadjer,Subdivision ,
10289,Algérie,Oum Settas,Massif de l\ ,
10290,Algérie,Oum Teboul ,,
10291,Algérie,Oum Toub ,,
10292,Guyane française,Ounares,Cours d\eau ,
10293,Côte d\'Ivoire,Ouorodougou,Cercle ,
10294,Côte d\'Ivoire,Ouorodougou,Région géographique ,
10295,Mali,Ouossébougou ,,
10296,Algérie,Ourannah ,,
10297,France,Ourcq,Cours d\eau ,
10298,Algérie,Ouréa ,,
10299,Algérie,Ourellal ,,
10300,Algérie,Ouriacha ,,
10301,Algérie,Ourlal ,,
10302,Niger,Ouro Guéladio ,,
10303,Niger,Ouro Gueladjio ,,
10304,"Pins, Île des",Ouro ,,
10305,Hautes-Pyrénées ; France,Oursbelille ,,
10306,Inde,Oussoudou,Lac ,
10307,Sénégal,Oussouye ,,
10308,Canada,Outaouais,Cours d\eau ,
10309,Guinée équatoriale,Outongo,Cours d\eau ,
10310,Indiana ; États-Unis,Ouyatanons,Poste ,
10311,Algérie,Ouyoun El Assafir ,,
10312,Algérie,Ouzana ,,
10313,Algérie,Ouzera ,,
10314,Loir-et-Cher ; France,Ouzouer-le-Marché ,,
10315,Chine,Ou Tcheou ,,
10316,République du Congo,Owando ,,
10317,Gabon,Owendo ,,
10318,Gabon,Owendo,Pointe ,
10319,Guyane française,Oyack,Cours d\eau ,
10320,Guyane française,Oyapock,Cours d\eau ,
10321,Guyane française,Oyapock,Établissement ,
10322,Guyane française,Oyapock,Poste ,
10323,Gabon,Oyem ,,
10324,Gabon,Oyem,Subdivision ,
10325,Isère ; France,Oyeu ,,
10326,Vietnam,O Mon ,,
10327,"Les Cayes ; Saint-Domingue, Île de",O\Shiell,Habitation ,
10328,"Vanuatu, Archipel du",Paama,Île ,
10329,Bénin,Pabégou ,,
10330,Alabama ; États-Unis,Pachatchouka ,,
10331,,Pacifique,Océan,
10332,"Nouvelle-Calédonie, Île de la",Paddonville ,,
10333,Allemagne,Paderborn ,,
10334,Italie,Padoue ,,
10335,Vosges ; France,Padoux ,,
10336,Italie,Padova ,,
10337,Togo,Pagala ,,
10338,Bénin,Pahou ,,
10339,Lot-et-Garonne ; France,Pailloles ,,
10340,Loire-Atlantique ; France,Paimboeuf ,,
10341,Côtes-d’Armor ; France,Paimpol ,,
10342,Ille-et-Vilaine ; France,Paimpont ,,
10343,"Nouvelle-Calédonie, Île de la",Païta/Tamoa,Voie ferrée ,
10344,"Nouvelle-Calédonie, Île de la",Païta ,,
10345,Pérou,Paita ,,
10346,Deux-Sèvres ; France,Paizay-le-Tort ,,
10347,Sénégal,Pakao ,,
10348,République du Congo,Pakassa ,,
10349,Guinée/Guinée-Bissau,Pakési,Région géographique ,
10350,,Pakistan,,
10351,,Pakistan occidental,,
10352,Laos,Paksane ,,
10353,Laos,Paksé ,,
10354,Laos,Paksé,Province ,
10355,Chine,Pak Hoi ,,
10356,Haute-Garonne ; France,Palaminy ,,
10357,Algérie,Palat ,,
10358,Tchad,Pala,Subdivision ,
10359,Italie,Palerme ,,
10360,Italie,Palermo ,,
10361,,Palestine,,
10362,Algérie,Palestro ,,
10363,Algérie,Palestro,Arrondissement ,
10364,Algérie,Palestro,Commune mixte ,
10365,Algérie,Palikao ,,
10366,Togo,Palimé ,,
10367,Algérie,Palissy ,,
10368,Algérie,Palladines ,,
10369,Inde,Pallavaikal,Canal ,
10370,"Majorque, Île de",Palma de Majorque ,,
10371,"Gourbeyre ; Guadeloupe, Île de la",Palmiste,Fort ,
10372,"Grenade, Île de",Palmiste,Lieu-dit ,
10373,"Gourbeyre ; Guadeloupe, Île de la",Palmiste,Plateau du ,
10374,Sénégal,Pal ,,
10375,Burkina Faso,Pama ,,
10376,Ariège ; France,Pamiers ,,
10377,Espagne,Pampelune ,,
10378,"Maurice, Île",Pamplemousses ,,
10379,"Nouvelle-Calédonie, Île de la",Pam ,,
10380,,Panama,,
10381,,Panama,Canal de,
10382,,Panama,Isthme de,
10383,Panama,Panama ,,
10384,République du Congo,Pangala,Région géographique ,
10385,Sénégal,Panié Foul,Lac ,
10386,Gers ; France,Panjas ,,
10387,Seine-Saint-Denis ; France,Pantin ,,
10388,République centrafricaine,Paoua,Subdivision ,
10389,Bénin,Paouignan ,,
10390,Guyane française,Papinabo ,,
10391,,Paracels,Îles,
10392,,Paracel,Îles,
10393,,Paraguay,,
10394,Bénin,Parakou/Tchaourou,Voie ferrée ,
10395,Bénin,Parakou ,,
10396,Bénin,Parakou,Cercle ,
10397,Matoury ; Guyane française,Paramana,Habitation ,
10398,Surinam,Paramaribo ,,
10399,Ille-et-Vilaine ; France,Paramé ,,
10400,Brésil,Parana,État ,
10401,Saône-et-Loire ; France,Paray-le-Monial ,,
10402,Brésil,Para,État ,
10403,Brésil,Para,Province ,
10404,Kourou ; Guyane française,Pariacabo,Habitation ,
10405,Amérique du Sud,Parime,Lac ,
10406,Tarn-et-Garonne ; France,Parisot ,,
10407,France,Paris ,,
10408,Italie,Parma ,,
10409,Algérie,Parmentier ,,
10410,Italie,Parme ,,
10411,Brésil,Parnahiba ,,
10412,Brésil,Parnaiba ,,
10413,"Le Morne-Rouge ; Martinique, Île de la",Parnasse ,,
10414,Meuse ; France,Parois ,,
10415,Sénégal,Paroumba ,,
10416,Brésil,Parou,Cours d\eau ,
10417,Brésil,Parou,Fort ,
10418,Yonne ; France,Paroy-en-Othe ,,
10419,Haute-Marne ; France,Paroy-sur-Saulx ,,
10420,Yonne ; France,Paroy-sur-Tholon ,,
10421,Doubs ; France,Paroy ,,
10422,"Limonade ; Saint-Domingue, Île de",Paroy,Habitation ,
10423,Seine-et-Marne ; France,Paroy ,,
10424,Deux-Sèvres ; France,Parthenay ,,
10425,Brésil,Paru,Cours d\eau ,
10426,Brésil,Paru,Fort ,
10427,Somme ; France,Parvillers-le-Quesnoy ,,
10428,France,Pas-de-Calais,Département ,
10429,Mississippi ; États-Unis,Pascagoulas ,,
10430,États-Unis,Pascagoula Bay,Baie de ,
10431,Mississippi ; États-Unis,Pascagoula,Baie de ,
10432,Mississippi ; États-Unis,Pascagoula,Cours d\eau ,
10433,Mississippi ; États-Unis,Pascagoula ,,
10434,Algérie,Pascal ,,
10435,Mississippi ; États-Unis,Paskagoula ,,
10436,Canada,Paspébiac ,,
10437,Canada,Passamaquoddy ,,
10438,Guyane française,Passoura ,,
10439,Haute-Savoie ; France,Passy ,,
10440,Paris ; France,Passy ,,
10441,Sénégal,Passy ,,
10442,Algérie,Pasteur ,,
10443,Canada,Pas,Île du ,
10444,Thaïlande,Patany ,,
10445,Sénégal,Paté Galo ,,
10446,Birmanie,Pathein ,,
10447,Gironde ; France,Patiras,Île de ,
10448,Inde,Patna ,,
10449,Thaïlande,Pattani ,,
10450,Gironde ; France,Pauillac ,,
10451,Algérie,Paul-Cazelles ,,
10452,Algérie,Paul-Cazelles,Arrondissement ,
10453,Algérie,Paul-Doumer ,,
10454,Algérie,Paul-Robert ,,
10455,Cantal ; France,Paulhac ,,
10456,Aude ; France,Pauligne ,,
10457,Pyrénées-Atlantiques ; France,Pau ,,
10458,Italie,Pavia ,,
10459,Italie,Pavie ,,
10460,,Pays-Bas,,
10461,Europe,Pays baltes,Région géographique ,
10462,Espagne/France,Pays basque,Région géographique ,
10463,Canada/États-Unis,Pays d\en-Haut,Région géographique ,
10464,Indiana ; États-Unis,Péanguichias,Fort ,
10465,Italie,Pegognaga ,,
10466,Birmanie,Pégou,Royaume ,
10467,Grèce,Peiraias ,,
10468,Chine,Pékin ,,
10469,Algérie,Pélissier ,,
10470,Isère ; France,Pellafol ,,
10471,Maine ; États-Unis,Pemaquid,Cours d\eau ,
10472,Malaisie,Penang,Île de ,
10473,Bénin,Pénésoulou ,,
10474,Burkina Faso,Péni ,,
10475,Aude ; France,Pennautier ,,
10476,,Pennsylvania,Colonie britannique,
10477,États-Unis,Pennsylvania,État ,
10478,,Pennsylvanie,Colonie britannique,
10479,États-Unis,Pennsylvanie,État ,
10480,Floride ; États-Unis,Pensacola ,,
10481,Castine ; Maine ; États-Unis,Pentagoët,Fort ,
10482,Maine ; États-Unis,Pentagoët,Seigneurie ,
10483,Algérie,Penthièvre ,,
10484,Côtes-d\'Armor ; France,Penvénan ,,
10485,Bénin,Péra ,,
10486,Canada,Percé ,,
10487,France,Perche,Région géographique ,
10488,Nord ; France,Pérenchies ,,
10489,"Baillif ; Guadeloupe, Île de la",Pères Blancs,Habitation ,
10490,Louisiane ; États-Unis,Périer,Habitation ,
10491,Charente ; France,Pérignac ,,
10492,Deux-Sèvres ; France,Périgné ,,
10493,France,Périgord,Région géographique ,
10494,Algérie,Périgotville ,,
10495,Dordogne ; France,Périgueux ,,
10496,Yémen,Perim,Île ,
10497,Brésil,Pernambouc ,,
10498,Pas-de-Calais ; France,Pernes-lès-Boulogne ,,
10499,Vaucluse ; France,Pernes-les-Fontaines ,,
10500,Pas-de-Calais ; France,Pernes ,,
10501,Vaucluse ; France,Pernes ,,
10502,Somme ; France,Péronne ,,
10503,,Pérou,,
10504,"Guadeloupe, Île de la",Pérou,Cours d\eau ,
10505,Pyrénées-Orientales ; France,Perpignan ,,
10506,Saône-et-Loire ; France,Perrecy-les-Forges ,,
10507,Algérie,Perrégaux ,,
10508,Algérie,Perrégaux,Arrondissement ,
10509,Gabon,Perroquet,Île ,
10510,,Perse,,
10511,Iran,Persépolis ,,
10512,,Perú,,
10513,Canada,Pesmonquadis ,,
10514,Gers ; France,Pessan ,,
10515,Liberia,Pessy,Région géographique ,
10516,Chine,Petchili,Province ,
10517,Côte d\'Ivoire,Petit-Alépé ,,
10518,Côte d’Ivoire,Petit-Bassam ,,
10519,Côte d\'Ivoire,Petit-Béréby ,,
10520,"Guadeloupe, Île de la",Petit-Bourg ,,
10521,"Guadeloupe, Île de la",Petit-Canal ,,
10522,"Trois-Rivières ; Guadeloupe, Île de la",Petit-Carbet ,,
10523,"Sainte-Lucie, Île",Petit-Carénage ,,
10524,"Nouvelle-Calédonie, Île de la",Petit-Couli ,,
10525,"Guadeloupe, Île de la",Petit-Cul-de-Sac ,,
10526,Louisiane ; États-Unis,Petit-Désert,Lieu-dit ,
10527,Côte d\'Ivoire,Petit-Dréwin ,,
10528,"Le Robert ; Martinique, Île de la",Petit-Galion,Habitation ,
10529,"Saint-Domingue, Île de",Petit-Goave ,,
10530,"Le Gosier ; Guadeloupe, Île de la",Petit-Havre ,,
10531,Côte d\'Ivoire,Petit-Lahou ,,
10532,"Cap-Breton, Île du",Petit-Laurentbec ,,
10533,"Cap-Breton, Île du",Petit-Lorembec ,,
10534,"Baillif ; Guadeloupe, Île de la",Petit-Marigot,Habitation ,
10535,"Grenade, Île de",Petit-Marquis ,,
10536,New York ; États-Unis,Petit-Niagara,Fort ,
10537,"Terre-Neuve, Île de",Petit-Plaisance ,,
10538,Togo,Petit-Popo ,,
10539,"Saint-Domingue, Île de",Petit-Saint-Louis ,,
10540,Guinée,Petit-Talibouche ,,
10541,"Saint-Domingue, Île de",Petit-Trou-de-Nippes ,,
10542,"Saint-Domingue, Île de",Petit-Trou ,,
10543,"Guadeloupe, Île de la",Petite-Anse/Pointe-Noire,Route ,
10544,"Saint-Domingue, Île de",Petite-Anse,Canal de la ,
10545,"Saint-Domingue, Île de",Petite-Anse ,,
10546,Canada,Petite-Auvergne ,,
10547,"Le Vauclin ; Martinique, Île de la",Petite-Grenade,Habitation ,
10548,"Réunion, Île de la",Petite-Île ,,
10549,"Saint-Domingue, Île de",Petite-Rivière-de-Léogane ,,
10550,"Saint-Domingue, Île de",Petite-Rivière-de-l’Artibonite ,,
10551,Nord ; France,Petite-Synthe ,,
10552,"Pointe-Noire ; Guadeloupe, Île de la",Petites Plaines ,,
10553,Antilles,Petite Anguille,Île ,
10554,"Saint-Martin, Île",Petite Baie,Anse ,
10555,Antilles,Petite Barboude,Île de la ,
10556,"Saint-Martin, Île",Petite Baye,Anse ,
10557,"Guadeloupe, Île de la",Petite Goyave ,,
10558,Canada,Petite Rivière du Sud,Cours d\eau ,
10559,Guinée/Sierra Leone,Petite Scarcie,Cours d\eau ,
10560,Antilles,Petite Terre,Îles de la ,
10561,Indiana ; États-Unis,Petits-Ouyas ,,
10562,Mali,Petit Bélédougou,Région géographique ,
10563,Canada,Petit Havre,Baie ,
10564,"Terre-Neuve, Île de",Petit Nord,Région géographique ,
10565,Algérie,Petit ,,
10566,Brésil,Petropolis ,,
10567,Finistère ; France,Peumerit ,,
10568,Meuse ; France,Peuvillers ,,
10569,Aude ; France,Pexiora ,,
10570,Meurthe-et-Moselle ; France,Pexonne ,,
10571,Bouches-du-Rhône ; France,Peynier ,,
10572,Landes ; France,Peyrehorade ,,
10573,Aude ; France,Peyrens ,,
10574,Ain ; France,Peyrieu ,,
10575,Hérault ; France,Pézenas ,,
10576,Moselle ; France,Phalsbourg ,,
10577,Thaïlande,Phang Nga ,,
10578,Vietnam,Phan Ly ,,
10579,Vietnam,Phan Rang,Province ,
10580,Vietnam,Phan Rang ,,
10581,Vietnam,Phan Ri ,,
10582,Vietnam,Phan Thiet ,,
10583,Guinée,Pharmoréah ,,
10584,Vietnam,Phat Diem ,,
10585,Vietnam,Pha Lai ,,
10586,Pennsylvanie ; États-Unis,Philadelphia ,,
10587,Pennsylvanie ; États-Unis,Philadelphie ,,
10588,Canada,Philippeaux,Baie ,
10589,Algérie,Philippeville ,,
10590,Algérie,Philippeville,Arrondissement ,
10591,Belgique,Philippeville ,,
10592,Algérie,Philippeville,Cercle ,
10593,République du Congo,Philippeville ,,
10594,,Philippines,Archipel des,
10595,Allemagne,Philippsburg ,,
10596,"Port-Louis ; Guadeloupe, Île de la",Philisbourg,Habitation ,
10597,Vietnam,Phi Dinh ,,
10598,Cambodge,Phnom Deck ,,
10599,Cambodge/Vietnam,Phnom Penh/Saigon,Voie ferrée ,
10600,Cambodge,Phnom Penh ,,
10601,Cambodge,Phnom Penh,Province ,
10602,Cambodge,Phnom Tauch ,,
10603,Cambodge,Phnom Tippedey ,,
10604,Cambodge,Phnum Kráng ,,
10605,Cambodge,Phnum Pénh ,,
10606,Cambodge,Phnum Pénh,Province ,
10607,Cambodge,Phnŭm Thippâdei ,,
10608,Cambodge,Phnum Toch ,,
10609,Laos,Phongsaly,Province ,
10610,Vietnam,Phong Dien ,,
10611,Vietnam,Phong Tho ,,
10612,Vietnam,Phong Thu ,,
10613,Laos,Phong Tiou ,,
10614,Laos,Phon Tiou ,,
10615,Vietnam,Pho Binh Gia ,,
10616,Vietnam,Pho Day,Cours d\eau ,
10617,Vietnam,Pho Moi ,,
10618,Vietnam,Phuc Xa ,,
10619,Vietnam,Phuc Yen,Province ,
10620,Thaïlande,Phuket,Île de ,
10621,Vietnam,Phuoc Hai ,,
10622,Vietnam,Phuoc Long ,,
10623,Vietnam,Phuoc My ,,
10624,Vietnam,Phuoc Ninh ,,
10625,Vietnam,Phuoc The ,,
10626,Vietnam,Phuong Tra ,,
10627,Vietnam,Phu An ,,
10628,Vietnam,Phu Cam,Canal de ,
10629,Vietnam,Phu Cang ,,
10630,Vietnam,Phu Cat ,,
10631,Vietnam,Phu Ho ,,
10632,Vietnam,Phu Lac ,,
10633,Vietnam,Phu Lam ,,
10634,Vietnam,Phu Lang Thuong ,,
10635,Vietnam,Phu Le ,,
10636,Vietnam,Phu Lien,Province ,
10637,Vietnam,Phu Lien ,,
10638,Vietnam,Phu Lo,Province ,
10639,Vietnam,Phu Ly ,,
10640,Vietnam,Phu Nghia ,,
10641,Vietnam,Phu Nhon ,,
10642,Vietnam,Phu Phong ,,
10643,Vietnam,Phu Quoc Oai ,,
10644,Vietnam,Phu Quoc,Île ,
10645,Vietnam,Phu Tho,Province ,
10646,Vietnam,Phu Tho ,,
10647,Vietnam,Phu Vang ,,
10648,Vietnam,Phu Vinh ,,
10649,Vietnam,Phu Xa ,,
10650,Vietnam,Phu Xuan Phuong ,,
10651,Vietnam,Phu Xuyen ,,
10652,Vietnam,Phu Yen,Province ,
10653,Corse-du-Sud ; France,Piana ,,
10654,Italie,Piano di Sorrento ,,
10655,Côte d\'Ivoire,Picaniny Bassam ,,
10656,Côte d\'Ivoire,Picaniny Lahou ,,
10657,France,Picardie,Région géographique ,
10658,"Petit-Canal ; Guadeloupe, Île de la",Picard,Habitation ,
10659,Jura ; France,Picarreau ,,
10660,Meurthe-et-Moselle ; France,Piedmont ,,
10661,Italie,Piémont-Sardaigne,Royaume ,
10662,Italie ; Région,Piemonte ,,
10663,Italie,Piémont,Région géographique ,
10664,Haute-Vienne ; France,Pierre-Buffière ,,
10665,Algérie,Pierre-Curie ,,
10666,Saône-et-Loire ; France,Pierreclos ,,
10667,Drôme ; France,Pierrelatte ,,
10668,Eure-et-Loir ; France,Pierres ,,
10669,Jura ; France,Piételle ,,
10670,"Bouillante ; Guadeloupe, Île de la",Pigeon ,,
10671,Canada,Pigiguit ,,
10672,Var ; France,Pignans ,,
10673,République du Congo,Pikounda ,,
10674,"Plaisance ; Saint-Domingue, Île de",Pilate ,,
10675,"Nouvelle-Calédonie, Île de la",Pilou,Mine ,
10676,Malaisie,Pinang,Île de ,
10677,Maine ; États-Unis,Pinkuit,Cours d\eau ,
10678,"Nouvelle-Calédonie, Île de la",Pins,Île des ,
10679,Haute-Saône ; France,Pin ,,
10680,Vaucluse ; France,Piolenc ,,
10681,Côte d\'Ivoire,Piquini Bassam ,,
10682,Bénin,Pira ,,
10683,Ille-et-Vilaine ; France,Piré-sur-Seiche ,,
10684,Algérie,Pirette ,,
10685,Sénégal,Piré Goureye ,,
10686,"Nouvelle-Calédonie, Île de la",Pirogue,Col de la ,
10687,"Grand-Bourg ; Marie-Galante, Île",Pirogue ,,
10688,Italie,Pisa ,,
10689,Maryland ; États-Unis,Piscataway ,,
10690,Italie,Pise ,,
10691,,Pise,République de,
10692,Guinée,Pita ,,
10693,Loiret ; France,Pithiviers-le-Vieil ,,
10694,Loiret ; France,Pithiviers ,,
10695,"Martinique, Île de la",Pitons du Carbet,Montagne ,
10696,"Martinique, Île de la",Pitons du Fort-Royal,Montagne ,
10697,Eure ; France,Pîtres ,,
10698,Pennsylvanie ; États-Unis,Pittsburgh ,,
10699,,Pitt,Détroit de,
10700,"Terre-Neuve, Île de",Placentia ,,
10701,Saül ; Guyane française,Placer Souvenir ,,
10702,"Saint-Domingue, Île de",Plaine-du-Nord ,,
10703,"Maurice, Île",Plaines de Wilhems,District ,
10704,"Maurice, Île",Plaines Wilhems,District ,
10705,Côtes-d\'Armor ; France,Plaintel ,,
10706,"Saint-Domingue, Île de",Plaisance ,,
10707,"Terre-Neuve, Île de",Plaisance ,,
10708,Haute-Saône ; France,Plancher-Bas ,,
10709,Haute-Saône ; France,Plancher-les-Mines ,,
10710,Charente-Maritime ; France,Plassac ,,
10711,Gironde ; France,Plassac ,,
10712,Alger ; Algérie,Plateau des Glières ,,
10713,Vietnam,Plei Koh ,,
10714,Vietnam,Plei Ku,Province ,
10715,Côtes-d\'Armor ; France,Plénée-Jugon ,,
10716,Ille-et-Vilaine ; France,Plerguer ,,
10717,Côtes-d\'Armor ; France,Pleslin-Trigavou ,,
10718,Côtes-d\'Armor ; France,Pleslin ,,
10719,Côtes-d\'Armor ; France,Pleubian ,,
10720,Côtes-d\'Armor ; France,Pleudihen-sur-Rance ,,
10721,Côtes-d\'Armor ; France,Pleumeur-Bodou ,,
10722,Côtes-d\'Armor ; France,Pleumeur-Gautier ,,
10723,Côtes-d’Armor ; France,Pleumeur-Gautier ,,
10724,Ille-et-Vilaine ; France,Pleurtuit ,,
10725,Finistère ; France,Plobannalec-Lesconil ,,
10726,Finistère ; France,Plobannalec ,,
10727,Morbihan ; France,Ploemel ,,
10728,Morbihan ; France,Ploemeur ,,
10729,Morbihan ; France,Ploërmel ,,
10730,Côtes-d\'Armor ; France,Ploëzal ,,
10731,Côtes-d’Armor ; France,Ploëzal ,,
10732,Vosges ; France,Plombières-les-Bains ,,
10733,Vosges ; France,Plombières ,,
10734,Manche ; France,Plomb ,,
10735,Côtes-d\'Armor ; France,Plouagat ,,
10736,Côtes-d\'Armor ; France,Plouaret ,,
10737,Côtes-d\'Armor ; France,Ploubalay ,,
10738,Finistère ; France,Ploudaniel ,,
10739,Côtes-d\'Armor ; France,Plouër-sur-Rance ,,
10740,Finistère ; France,Plouescat ,,
10741,Finistère ; France,Plougastel-Daoulas ,,
10742,Côtes-d\'Armor ; France,Plouguenast ,,
10743,Côtes-d\'Armor ; France,Plouguiel ,,
10744,Morbihan ; France,Plouharnel ,,
10745,Finistère ; France,Plouvien ,,
10746,Bulgarie,Plovdiv ,,
10747,"Le Mont-Dore ; Nouvelle-Calédonie, Île de la",Plum ,,
10748,"Nouvelle-Calédonie, Île de la",Plum ,,
10749,Morbihan ; France,Pluvigner ,,
10750,Royaume-Uni,Plymouth ,,
10751,Bénin,Pobé ,,
10752,Bénin,Pobé,Cercle ,
10753,Canada,Poboncourt,Lieu-dit ,
10754,Cambodge,Pochentong ,,
10755,Sénégal,Podor,Cercle ,
10756,Sénégal,Podor ,,
10757,Mali,Pogo ,,
10758,Bénin,Poguessa ,,
10759,"Nouvelle-Calédonie, Île de la",Poindimié ,,
10760,"Guadeloupe, Île de la",Pointe-à-Pitre,Arrondissement ,
10761,"Guadeloupe, Île de la",Pointe-à-Pitre ,,
10762,Canada,Pointe-aux-Écureuils,Seigneurie ,
10763,Canada,Pointe-aux-Foins,Seigneurie ,
10764,Canada,Pointe-aux-Trembles,Fort ,
10765,Canada,Pointe-Beauséjour ,,
10766,Wisconsin ; États-Unis,Pointe-Chagouamigon,Fort ,
10767,Louisiane ; États-Unis,Pointe-Coupée,Fort ,
10768,Louisiane ; États-Unis,Pointe-Coupée,Lieu-dit ,
10769,Louisiane ; États-Unis,Pointe-Coupée,Poste ,
10770,Canada,Pointe-l\Orignac,Seigneurie ,
10771,Chine,Pointe-Nivet,Poste ,
10772,République du Congo,Pointe-Noire/M\Vouti,Voie ferrée ,
10773,"Guadeloupe, Île de la",Pointe-Noire ,,
10774,République du Congo,Pointe-Noire ,,
10775,République du Congo,Pointe-Noire,Subdivision ,
10776,Algérie,Pointe-Pescade ,,
10777,Algérie,Pointe-Rouge ,,
10778,"Vieux-Habitants ; Guadeloupe, Île de la",Pointe-Saint-Joseph ,,
10779,"Terre-Neuve, Île de",Pointe-Verte ,,
10780,Sénégal,Pointe aux Chameaux ,,
10781,"Morne-à-l\'Eau ; Guadeloupe, Île de la",Pointe à Raie,Habitation ,
10782,"Morne-à-l\'Eau ; Guadeloupe, Île de la",Pointe à Raye,Habitation ,
10783,"Les Trois-Îlets ; Martinique, Île de la",Pointe du Bout ,,
10784,Canada,Pointe du Détour ,,
10785,Algérie,Pointe du Four ,,
10786,"Le Robert ; Martinique, Île de la",Pointe Fort ,,
10787,"Le Prêcheur ; Martinique, Île de la",Pointe Lamarre ,,
10788,"Saint-Pierre-et-Miquelon, Archipel de",Pointe Plate ,,
10789,"Le Robert ; Martinique, Île de la",Pointe Robert ,,
10790,"Terre-Neuve, Île de",Pointe Verte ,,
10791,Haute-Garonne ; France,Pointis-de-Rivière ,,
10792,Côte-d\'Or ; France,Poiseul-la-Ville-et-Laperrière ,,
10793,Yvelines ; France,Poissy ,,
10794,Vienne ; France,Poitiers ,,
10795,France,Poitou,Région géographique ,
10796,Marne ; France,Poix ,,
10797,Bénin,Pokissa ,,
10798,,Pologne,,
10799,,Polska,,
10800,Aude ; France,Pomas ,,
10801,République du Congo,Pombo ,,
10802,Côtes-d\'Armor ; France,Pommeret ,,
10803,Côtes-d’Armor ; France,Pommeret ,,
10804,Côtes-d\'Armor ; France,Pommerit-Jaudy ,,
10805,Côtes-d\'Armor ; France,Pommerit-le-Vicomte ,,
10806,Pas-de-Calais ; France,Pommier ,,
10807,Italie,Pompéi ,,
10808,Sarthe ; France,Poncé-sur-le-Loir ,,
10809,"Porto Rico, Île de",Ponce ,,
10810,Ain ; France,Poncin ,,
10811,Inde,Pondichéry/Villapuram,Voie ferrée ,
10812,Inde,Pondichéry ,,
10813,"Nouvelle-Calédonie, Île de la",Ponérihouen ,,
10814,Gabon,Pongara,Pointe ,
10815,Cambodge,Pongror ,,
10816,Cambogde,Pôngrô ,,
10817,Charente-Maritime ; France,Pons ,,
10818,Canada,Pont-à-Buot,Fort ,
10819,Meurthe-et-Moselle ; France,Pont-à-Mousson ,,
10820,Eure ; France,Pont-Audemer ,,
10821,Finistère ; France,Pont-Aven ,,
10822,Finistère ; France,Pont-Croix ,,
10823,Isère ; France,Pont-de-Beauvoisin ,,
10824,Algérie,Pont-de-Bouchegouf ,,
10825,Algérie,Pont-de-Duvivier ,,
10826,Eure ; France,Pont-de-l\Arche ,,
10827,Algérie,Pont-de-L\Isser ,,
10828,Algérie,Pont-de-l’Oued-Djer ,,
10829,Ain ; France,Pont-de-Vaux ,,
10830,Ain ; France,Pont-de-Veyle ,,
10831,"Le Mont-Dore ; Nouvelle-Calédonie, Île de la",Pont-des-Français ,,
10832,Algérie,Pont-du-Caïd ,,
10833,Puy-de-Dôme ; France,Pont-du-Château ,,
10834,Algérie,Pont-du-Chéliff ,,
10835,Jura ; France,Pont-d\Héry ,,
10836,Manche,Pont-Hébert ,,
10837,Haute-Marne ; France,Pont-la-Ville ,,
10838,Pyrénées-Atlantiques ; France,Pont-Long,Lieu-dit ,
10839,Finistère ; France,Pont-l\Abbé ,,
10840,Calvados ; France,Pont-l’Évêque ,,
10841,Somme ; France,Pont-Remy ,,
10842,Gard ; France,Pont-Saint-Esprit ,,
10843,Oise ; France,Pont-Sainte-Maxence ,,
10844,Brest ; Finistère ; France,Pontaniou,Fort ,
10845,Doubs ; France,Pontarlier ,,
10846,Detroit ; Michigan ; États-Unis,Pontchartrain,Fort ,
10847,Louisiane ; États-Unis,Pontchartrain,Lac ,
10848,Loire-Atlantique ; France,Pontchâteau ,,
10849,Algérie,Pontéba ,,
10850,Italie,Pontecorvo ,,
10851,Eure-et-Loir ; France,Pontgouin ,,
10852,Morbihan ; France,Pontivy ,,
10853,Loir-et-Cher ; France,Pontlevoy ,,
10854,Val-d\'Oise ; France,Pontoise ,,
10855,Manche ; France,Pontorson ,,
10856,Côtes-d\'Armor ; France,Pontrieux ,,
10857,Eure ; France,Pont de Larche ,,
10858,République du Congo,Pool,Circonscription ,
10859,Moselle ; France,Porcelette ,,
10860,"Guadeloupe, Île de la",Porlan ,,
10861,Var ; France,Porquerolles,Île de ,
10862,Suisse,Porrentruy ,,
10863,Finistère ; France,Porspoder ,,
10864,"Saint-Domingue, Île de",Port-à-Piment ,,
10865,"Saint-Domingue, Île de",Port-au-Prince ,,
10866,"Terre-Neuve, Île de",Port-aux-Basques ,,
10867,Algérie,Port-aux-Poules ,,
10868,Côte d\'Ivoire,Port-Bouët/Vridi,Voie ferrée ,
10869,Côte d\'Ivoire,Port-Bouët ,,
10870,"Maurice, Île",Port-Bourbon ,,
