,Administration,NAME,Type,titre,titre_encoded,IREL_url,Coordonnees,latitude,longitude,Administration_bis,Lieu-dit_bis,placeName
3041,Guyane française,Cayenne/Sinnamary,Route ,Cayenne/SinnamaryRoute (Guyane française),Cayenne/SinnamaryRoute%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cayenne/SinnamaryRoute%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3042,Guyane française,Cayenne,Cours d\'eau ,CayenneCours d\eau (Guyane française),CayenneCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=CayenneCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3043,Guyane française,Cayenne ,,Cayenne (Guyane française),Cayenne%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cayenne%20%28Guyane%20fran%C3%A7aise%29,4.9316 -52.3155,4.9316,-52.3155,,,Guyane
3044,Guyane française,Cayenne,Île de ,CayenneÎle de (Guyane française),Cayenne%C3%8Ele%20de%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Cayenne%C3%8Ele%20de%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3061,Cayenne ,Cépérou,Fort ,CépérouFort (Cayenne ; Guyane française),C%C3%A9p%C3%A9rouFort%20%28Cayenne%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=C%C3%A9p%C3%A9rouFort%20%28Cayenne%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
3208,Guyane française,Charvein/Mana,Route ,Charvein/ManaRoute (Guyane française),Charvein/ManaRoute%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Charvein/ManaRoute%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3209,Guyane française,Charvein,Camp ,CharveinCamp (Guyane française),CharveinCamp%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=CharveinCamp%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3538,Approuague ,Collège,Habitation ,CollègeHabitation (Approuague ; Guyane française),Coll%C3%A8geHabitation%20%28Approuague%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Coll%C3%A8geHabitation%20%28Approuague%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
3589,Guyane française,Comté,Cours d\'eau ,ComtéCours d\eau (Guyane française),Comt%C3%A9Cours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Comt%C3%A9Cours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3596,Guyane française,Conamama,Cours d\'eau ,ConamamaCours d\eau (Guyane française),ConamamaCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=ConamamaCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3597,Guyane française,Conamama ,,Conamama (Guyane française),Conamama%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Conamama%20%28Guyane%20fran%C3%A7aise%29,5.4500 -53.1333,5.4500,-53.1333,,,Guyane
3625,Guyane française,Connétable,Île du ,ConnétableÎle du (Guyane française),Conn%C3%A9table%C3%8Ele%20du%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Conn%C3%A9table%C3%8Ele%20du%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3741,Guyane française,Counamama,Cours d\'eau ,CounamamaCours d\eau (Guyane française),CounamamaCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=CounamamaCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3742,Guyane française,Counamama ,,Counamama (Guyane française),Counamama%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Counamama%20%28Guyane%20fran%C3%A7aise%29,5.4500 -53.1333,5.4500,-53.1333,,,Guyane
3752,Guyane française,Courouaïe,Cours d\'eau ,CourouaïeCours d\eau (Guyane française),Couroua%C3%AFeCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Couroua%C3%AFeCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3753,Guyane française,Courouaye,Cours d\'eau ,CourouayeCours d\eau (Guyane française),CourouayeCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=CourouayeCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3810,Guyane française,Crique-Anguille,Camp ,Crique-AnguilleCamp (Guyane française),Crique-AnguilleCamp%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Crique-AnguilleCamp%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3811,Guyane française,Crique-Jacques,Camp ,Crique-JacquesCamp (Guyane française),Crique-JacquesCamp%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Crique-JacquesCamp%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3812,Guyane française,Crique Calebasse,Cours d\'eau ,Crique CalebasseCours d\eau (Guyane française),Crique%20CalebasseCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Crique%20CalebasseCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3813,Guyane française,Crique Canard,Cours d\'eau ,Crique CanardCours d\eau (Guyane française),Crique%20CanardCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Crique%20CanardCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3814,Guyane française,Crique Galibi,Cours d\'eau ,Crique GalibiCours d\eau (Guyane française),Crique%20GalibiCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Crique%20GalibiCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3815,Guyane française,Crique Martineau,Cours d\'eau ,Crique MartineauCours d\eau (Guyane française),Crique%20MartineauCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Crique%20MartineauCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3817,Guyane française,Crique Mataroni,Cours d\'eau ,Crique MataroniCours d\eau (Guyane française),Crique%20MataroniCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Crique%20MataroniCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3818,Guyane française,Crique Orapu,Cours d\'eau ,Crique OrapuCours d\eau (Guyane française),Crique%20OrapuCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Crique%20OrapuCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3819,Guyane française,Crique Timouthou,Cours d\'eau ,Crique TimouthouCours d\eau (Guyane française),Crique%20TimouthouCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Crique%20TimouthouCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
3820,Guyane française,Crique Tourlouri,Cours d\'eau ,Crique TourlouriCours d\eau (Guyane française),Crique%20TourlouriCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Crique%20TourlouriCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
4066,Rémire-Montjoly ,Dégrad des Cannes ,,Dégrad des Cannes (Rémire-Montjoly ; Guyane française),D%C3%A9grad%20des%20Cannes%20%28R%C3%A9mire-Montjoly%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=D%C3%A9grad%20des%20Cannes%20%28R%C3%A9mire-Montjoly%20%3B%20Guyane%20fran%C3%A7aise%29,4.8546 -52.2743,4.8546,-52.2743,Guyane française,,Guyane
4125,Roura ,Deux-Caps,Habitation ,Deux-CapsHabitation (Roura ; Guyane française),Deux-CapsHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Deux-CapsHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
4143,Guyane française,Diable,Îles du ,DiableÎles du (Guyane française),Diable%C3%8Eles%20du%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Diable%C3%8Eles%20du%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
4145,Guyane française,Diable,Île du ,DiableÎle du (Guyane française),Diable%C3%8Ele%20du%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Diable%C3%8Ele%20du%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
4160,Guyane française,Diamant,Poste ,DiamantPoste (Guyane française),DiamantPoste%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=DiamantPoste%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
4750,Guyane française,Enfant Perdu,Îlot de l\' ,Enfant PerduÎlot de l\ (Guyane française),Enfant%20Perdu%C3%8Elot%20de%20l%5C%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Enfant%20Perdu%C3%8Elot%20de%20l%5C%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
4774,Roura ,Épiceries,Habitation ,ÉpiceriesHabitation (Roura ; Guyane française),%C3%89piceriesHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89piceriesHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
4775,Roura ,Épices,Habitation ,ÉpicesHabitation (Roura ; Guyane française),%C3%89picesHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%89picesHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
4786,Guyane française,Erganabo ,,Erganabo (Guyane française),Erganabo%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Erganabo%20%28Guyane%20fran%C3%A7aise%29,5.5500 -53.4577,5.5500,-53.4577,,,Guyane
5279,Roura ,Gabrielle,Habitation ,GabrielleHabitation (Roura ; Guyane française),GabrielleHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=GabrielleHabitation%20%28Roura%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
5280,Guyane française,Gabrielle,Montagne ,GabrielleMontagne (Guyane française),GabrielleMontagne%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=GabrielleMontagne%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
5296,Guyane française,Galibi,Cours d\'eau ,GalibiCours d\eau (Guyane française),GalibiCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=GalibiCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
5480,Guyane française,Godebert,Camp ,GodebertCamp (Guyane française),GodebertCamp%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=GodebertCamp%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
5537,Guyane française,Gourdonville,Camp ,GourdonvilleCamp (Guyane française),GourdonvilleCamp%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=GourdonvilleCamp%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
5643,Guyane française,Grand Connétable,Île du ,Grand ConnétableÎle du (Guyane française),Grand%20Conn%C3%A9table%C3%8Ele%20du%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Grand%20Conn%C3%A9table%C3%8Ele%20du%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
5723,Kourou ,Guatemala,Habitation ,GuatemalaHabitation (Kourou ; Guyane française),GuatemalaHabitation%20%28Kourou%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=GuatemalaHabitation%20%28Kourou%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
5786,Guyane française,Guillaume,Fort ,GuillaumeFort (Guyane française),GuillaumeFort%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=GuillaumeFort%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
5802,Guyane française,Guisambourg ,,Guisambourg (Guyane française),Guisambourg%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Guisambourg%20%28Guyane%20fran%C3%A7aise%29,4.4085 -51.9256,4.4085,-51.9256,,,Guyane
5813,,Guyane britannique',,Guyane britannique,Guyane%20britannique,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Guyane%20britannique,5.8783 -59.2822,5.8783,-59.2822,,,Guyane
5814,Venezuela,Guyane espagnole,Province ,Guyane espagnoleProvince (Venezuela),Guyane%20espagnoleProvince%20%28Venezuela%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Guyane%20espagnoleProvince%20%28Venezuela%29,,,,,,Guyane
5815,,Guyane française',,Guyane française,Guyane%20fran%C3%A7aise,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Guyane%20fran%C3%A7aise,,,,,,Guyane
5816,,Guyane hollandaise',,Guyane hollandaise,Guyane%20hollandaise,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Guyane%20hollandaise,3.8204 -55.7446,3.8204,-55.7446,,,Guyane
5817,,Guyane néerlandaise',,Guyane néerlandaise,Guyane%20n%C3%A9erlandaise,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Guyane%20n%C3%A9erlandaise,3.8204 -55.7446,3.8204,-55.7446,,,Guyane
5818,,Guyane,Colonie française',GuyaneColonie française,GuyaneColonie%20fran%C3%A7aise,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=GuyaneColonie%20fran%C3%A7aise,,,,,,Guyane
5819,France,Guyane,Département ,GuyaneDépartement (France),GuyaneD%C3%A9partement%20%28France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=GuyaneD%C3%A9partement%20%28France%29,,,,,,Guyane
5976,Guyane française,Haut-Maroni,Chantier forestier ,Haut-MaroniChantier forestier (Guyane française),Haut-MaroniChantier%20forestier%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Haut-MaroniChantier%20forestier%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
6210,Guyane française,Icourrouay,Cours d\'eau ,IcourrouayCours d\eau (Guyane française),IcourrouayCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=IcourrouayCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
6256,Guyane française,Île de Cayenne ,,Île de Cayenne (Guyane française),%C3%8Ele%20de%20Cayenne%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=%C3%8Ele%20de%20Cayenne%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
6306,Guyane française,Inini,Territoire ,IniniTerritoire (Guyane française),IniniTerritoire%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=IniniTerritoire%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
6317,Guyane française,Iracoubo,Cours d\'eau ,IracouboCours d\eau (Guyane française),IracouboCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=IracouboCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
6318,Guyane française,Iracoubo ,,Iracoubo (Guyane française),Iracoubo%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Iracoubo%20%28Guyane%20fran%C3%A7aise%29,5.4785 -53.2058,5.4785,-53.2058,,,Guyane
6587,Kourou ,Karouabo ,,Karouabo (Kourou ; Guyane française),Karouabo%20%28Kourou%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Karouabo%20%28Kourou%20%3B%20Guyane%20fran%C3%A7aise%29,5.255885 -52.760893,5.255885,-52.760893,Guyane française,,Guyane
6614,Guyane française,Kaw/Mahury,Canal ,Kaw/MahuryCanal (Guyane française),Kaw/MahuryCanal%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Kaw/MahuryCanal%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
6615,Guyane française,Kaw,Canal de ,KawCanal de (Guyane française),KawCanal%20de%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=KawCanal%20de%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
6616,Guyane française,Kaw,Cours d\'eau ,KawCours d\eau (Guyane française),KawCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=KawCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
6617,Guyane française,Kaw ,,Kaw (Guyane française),Kaw%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Kaw%20%28Guyane%20fran%C3%A7aise%29,4.4867 -52.0369,4.4867,-52.0369,,,Guyane
6647,Guyane française,Keierekourou,Cours d\'eau ,KeierekourouCours d\eau (Guyane française),KeierekourouCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=KeierekourouCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
6954,Guyane française,Kourou,Cours d\'eau ,KourouCours d\eau (Guyane française),KourouCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=KourouCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
6955,Guyane française,Kourou ,,Kourou (Guyane française),Kourou%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Kourou%20%28Guyane%20fran%C3%A7aise%29,5.1648 -52.6458,5.1648,-52.6458,,,Guyane
7206,Cayenne ,Laussat,Canal ,LaussatCanal (Cayenne ; Guyane française),LaussatCanal%20%28Cayenne%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=LaussatCanal%20%28Cayenne%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
7207,Cayenne ,Laussat,Quartier ,LaussatQuartier (Cayenne ; Guyane française),LaussatQuartier%20%28Cayenne%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=LaussatQuartier%20%28Cayenne%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
7344,Guyane française,La Forestière,Camp ,La ForestièreCamp (Guyane française),La%20Foresti%C3%A8reCamp%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=La%20Foresti%C3%A8reCamp%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
7367,Remire-Montjoly ,La Haye,Habitation ,La HayeHabitation (Remire-Montjoly ; Guyane française),La%20HayeHabitation%20%28Remire-Montjoly%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=La%20HayeHabitation%20%28Remire-Montjoly%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
7389,Guyane française,La Mère,Îlet ,La MèreÎlet (Guyane française),La%20M%C3%A8re%C3%8Elet%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=La%20M%C3%A8re%C3%8Elet%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
7545,Kourou ,Les Anses ,,Les Anses (Kourou ; Guyane française),Les%20Anses%20%28Kourou%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Les%20Anses%20%28Kourou%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
7571,Guyane française,Les Hattes,Camp ,Les HattesCamp (Guyane française),Les%20HattesCamp%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Les%20HattesCamp%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
7592,Guyane française,Les Roches,Camp ,Les RochesCamp (Guyane française),Les%20RochesCamp%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Les%20RochesCamp%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
7710,Matoury ,Le Larivot ,,Le Larivot (Matoury ; Guyane française),Le%20Larivot%20%28Matoury%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Le%20Larivot%20%28Matoury%20%3B%20Guyane%20fran%C3%A7aise%29,4.9028 -52.3603,4.9028,-52.3603,Guyane française,,Guyane
7744,Guyane française,Le Père,Îlet ,Le PèreÎlet (Guyane française),Le%20P%C3%A8re%C3%8Elet%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Le%20P%C3%A8re%C3%8Elet%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
8012,Remire-Monjoly ,Loyola,Habitation ,LoyolaHabitation (Remire-Monjoly ; Guyane française),LoyolaHabitation%20%28Remire-Monjoly%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=LoyolaHabitation%20%28Remire-Monjoly%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
8024,Guyane française,Lucas,Montagne ,LucasMontagne (Guyane française),LucasMontagne%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=LucasMontagne%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
8122,Guyane française,Macouria,Cours d\'eau ,MacouriaCours d\eau (Guyane française),MacouriaCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MacouriaCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
8123,Guyane française,Macouria ,,Macouria (Guyane française),Macouria%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Macouria%20%28Guyane%20fran%C3%A7aise%29,5.0108 -52.4728,5.0108,-52.4728,,,Guyane
8124,Cayenne ,Macouria,Pointe ,MacouriaPointe (Cayenne ; Guyane française),MacouriaPointe%20%28Cayenne%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MacouriaPointe%20%28Cayenne%20%3B%20Guyane%20fran%C3%A7aise%29,,,,Guyane française,,Guyane
8179,Guyane française,Mahury,Cours d\'eau ,MahuryCours d\eau (Guyane française),MahuryCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=MahuryCours%20d%5Ceau%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
8180,Guyane française,Mahury,Îlot ,MahuryÎlot (Guyane française),Mahury%C3%8Elot%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Mahury%C3%8Elot%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
8181,Remire-Montjoly ,Mahury ,,Mahury (Remire-Montjoly ; Guyane française),Mahury%20%28Remire-Montjoly%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Mahury%20%28Remire-Montjoly%20%3B%20Guyane%20fran%C3%A7aise%29,4.8608 -52.2608,4.8608,-52.2608,Guyane française,,Guyane
8245,Guyane française,Malingre,Île du ,MalingreÎle du (Guyane française),Malingre%C3%8Ele%20du%20%28Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Malingre%C3%8Ele%20du%20%28Guyane%20fran%C3%A7aise%29,,,,,,Guyane
8249,Sinnamary ,Malmanoury ,,Malmanoury (Sinnamary ; Guyane française),Malmanoury%20%28Sinnamary%20%3B%20Guyane%20fran%C3%A7aise%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Malmanoury%20%28Sinnamary%20%3B%20Guyane%20fran%C3%A7aise%29,5.2959 -52.8386,5.2959,-52.8386,Guyane française,,Guyane
